,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
7765,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__25.csv,16,41,0.7192982456140351,CAN,57
7767,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027349__21.csv,11,40,0.7843137254901961,CAN,51
7769,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__28.csv,16,41,0.7192982456140351,CAN,57
7770,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027354.csv,26,41,0.6119402985074627,CAN,67
7771,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027349__18.csv,11,39,0.78,CAN,50
7772,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__34.csv,10,35,0.7777777777777778,CAN,45
7779,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__20.csv,15,37,0.7115384615384616,CAN,52
7780,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__21.csv,15,37,0.7115384615384616,CAN,52
7781,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__22.csv,15,37,0.7115384615384616,CAN,52
7786,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__23.csv,15,37,0.7115384615384616,CAN,52
7791,CAN_CSV0000000000001724__45.csv,CAN_CSV0000000000001724__41.csv,16,52,0.7647058823529411,CAN,68
7793,CAN_CSV0000000000001724__45.csv,CAN_CSV0000000000001724__36.csv,16,52,0.7647058823529411,CAN,68
7812,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__29.csv,15,43,0.7413793103448276,CAN,58
7815,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__27.csv,15,43,0.7413793103448276,CAN,58
7838,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__23.csv,11,33,0.75,CAN,44
7841,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__9.csv,16,41,0.7192982456140351,CAN,57
7842,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__20.csv,11,33,0.75,CAN,44
7843,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__21.csv,11,33,0.75,CAN,44
7845,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027347.csv,24,37,0.6065573770491803,CAN,61
7846,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027350.csv,24,37,0.6065573770491803,CAN,61
7849,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__4.csv,10,36,0.782608695652174,CAN,46
7851,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027354.csv,24,38,0.6129032258064516,CAN,62
7852,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000026622.csv,24,38,0.6129032258064516,CAN,62
7854,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__8.csv,16,41,0.7192982456140351,CAN,57
7857,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__1.csv,12,32,0.7272727272727273,CAN,44
7859,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349.csv,24,37,0.6065573770491803,CAN,61
7861,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027346__33.csv,15,43,0.7413793103448276,CAN,58
7863,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__16.csv,10,34,0.7727272727272727,CAN,44
7868,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__18.csv,10,34,0.7727272727272727,CAN,44
7874,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000027349__17.csv,10,34,0.7727272727272727,CAN,44
7883,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__10.csv,16,41,0.7192982456140351,CAN,57
7885,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__6.csv,16,41,0.7192982456140351,CAN,57
7886,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__7.csv,16,41,0.7192982456140351,CAN,57
7907,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__10.csv,16,41,0.7192982456140351,CAN,57
7908,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__6.csv,16,41,0.7192982456140351,CAN,57
7909,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__26.csv,14,45,0.7627118644067796,CAN,59
7910,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__29.csv,15,43,0.7413793103448276,CAN,58
7912,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__24.csv,15,43,0.7413793103448276,CAN,58
7922,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__20.csv,13,41,0.7592592592592593,CAN,54
7923,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__21.csv,13,41,0.7592592592592593,CAN,54
7924,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__22.csv,13,41,0.7592592592592593,CAN,54
7926,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__23.csv,11,33,0.75,CAN,44
7929,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027346.csv,32,53,0.6235294117647059,CAN,85
7930,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__9.csv,16,41,0.7192982456140351,CAN,57
7931,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__20.csv,11,33,0.75,CAN,44
7933,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__21.csv,11,33,0.75,CAN,44
7935,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027347.csv,23,39,0.6290322580645161,CAN,62
7936,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027350.csv,23,39,0.6290322580645161,CAN,62
7939,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__4.csv,11,34,0.7555555555555555,CAN,45
7940,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027354.csv,23,40,0.6349206349206349,CAN,63
7941,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000026622.csv,23,40,0.6349206349206349,CAN,63
7942,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487.csv,32,53,0.6235294117647059,CAN,85
7944,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__8.csv,16,41,0.7192982456140351,CAN,57
7946,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__26.csv,31,4,0.1142857142857142,CAN,35
7947,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__1.csv,11,34,0.7555555555555555,CAN,45
7949,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349.csv,23,39,0.6290322580645161,CAN,62
7951,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__10.csv,16,41,0.7192982456140351,CAN,57
7952,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027355.csv,22,41,0.6507936507936508,CAN,63
7953,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027346__33.csv,15,43,0.7413793103448276,CAN,58
7955,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__16.csv,10,34,0.7727272727272727,CAN,44
7966,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027349__18.csv,10,34,0.7727272727272727,CAN,44
7972,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__23.csv,11,33,0.75,CAN,44
7975,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__9.csv,16,41,0.7192982456140351,CAN,57
7976,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__20.csv,11,33,0.75,CAN,44
7977,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__21.csv,11,33,0.75,CAN,44
7979,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027347.csv,24,37,0.6065573770491803,CAN,61
7980,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027350.csv,24,37,0.6065573770491803,CAN,61
7983,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__4.csv,10,36,0.782608695652174,CAN,46
7985,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027354.csv,24,38,0.6129032258064516,CAN,62
7986,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000026622.csv,24,38,0.6129032258064516,CAN,62
7988,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__8.csv,16,41,0.7192982456140351,CAN,57
7991,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027346__33.csv,15,43,0.7413793103448276,CAN,58
7993,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__16.csv,10,34,0.7727272727272727,CAN,44
8002,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__18.csv,10,34,0.7727272727272727,CAN,44
8003,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027349__17.csv,10,34,0.7727272727272727,CAN,44
8012,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__10.csv,16,41,0.7192982456140351,CAN,57
8014,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__6.csv,16,41,0.7192982456140351,CAN,57
8015,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__7.csv,16,41,0.7192982456140351,CAN,57
8120,CAN_CSV0000000000001724__39.csv,CAN_CSV0000000000001724__45.csv,16,52,0.7647058823529411,CAN,68
8121,CAN_CSV0000000000001724__39.csv,CAN_CSV0000000000001797__9.csv,19,72,0.7912087912087912,CAN,91
8128,CAN_CSV0000000000001724__39.csv,CAN_CSV0000000000001797__13.csv,19,72,0.7912087912087912,CAN,91
8166,CAN_CSV0000000000001797__43.csv,CAN_CSV0000000000001797__5.csv,15,59,0.7972972972972973,CAN,74
8168,CAN_CSV0000000000001797__43.csv,CAN_CSV0000000000001724__45.csv,16,56,0.7777777777777778,CAN,72
8170,CAN_CSV0000000000001797__43.csv,CAN_CSV0000000000001797__9.csv,31,52,0.6265060240963856,CAN,83
8175,CAN_CSV0000000000001797__43.csv,CAN_CSV0000000000001797__13.csv,31,52,0.6265060240963856,CAN,83
8252,CAN_CSV0000000000001797__2.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
8253,CAN_CSV0000000000001797__2.csv,CAN_CSV0000000000001797__48.csv,15,59,0.7972972972972973,CAN,74
8254,CAN_CSV0000000000001797__2.csv,CAN_CSV0000000000001797__46.csv,15,59,0.7972972972972973,CAN,74
8257,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__23.csv,11,40,0.7843137254901961,CAN,51
8260,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__20.csv,11,40,0.7843137254901961,CAN,51
8261,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__25.csv,16,41,0.7192982456140351,CAN,57
8262,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__21.csv,11,40,0.7843137254901961,CAN,51
8264,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027347.csv,27,38,0.5846153846153846,CAN,65
8265,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027350.csv,27,38,0.5846153846153846,CAN,65
8266,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027353__2.csv,12,38,0.76,CAN,50
8268,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
8273,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000026622.csv,27,39,0.5909090909090909,CAN,66
8274,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027354.csv,26,41,0.6119402985074627,CAN,67
8275,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__18.csv,11,39,0.78,CAN,50
8279,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__18.csv,15,37,0.7115384615384616,CAN,52
8281,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__28.csv,16,41,0.7192982456140351,CAN,57
8284,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__26.csv,16,41,0.7192982456140351,CAN,57
8285,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__1.csv,11,41,0.7884615384615384,CAN,52
8287,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349.csv,27,38,0.5846153846153846,CAN,65
8289,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__35.csv,10,35,0.7777777777777778,CAN,45
8290,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__33.csv,10,35,0.7777777777777778,CAN,45
8292,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000001487__34.csv,10,35,0.7777777777777778,CAN,45
8297,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027353__0.csv,12,38,0.76,CAN,50
8303,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027349__17.csv,11,39,0.78,CAN,50
8304,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000010640.csv,24,79,0.7669902912621359,CAN,103
8305,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001759.csv,16,23,0.5897435897435898,CAN,39
8306,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000010129.csv,24,79,0.7669902912621359,CAN,103
8308,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__18.csv,7,25,0.78125,CAN,32
8314,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__17.csv,7,25,0.78125,CAN,32
8320,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__16.csv,7,25,0.78125,CAN,32
8321,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__15.csv,7,25,0.78125,CAN,32
8322,CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__19.csv,7,25,0.78125,CAN,32
8326,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027346__33.csv,12,37,0.7551020408163265,CAN,49
8327,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027353__10.csv,9,22,0.7096774193548387,CAN,31
8334,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027353__2.csv,11,21,0.65625,CAN,32
8336,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027353__11.csv,9,22,0.7096774193548387,CAN,31
8338,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027349__23.csv,11,21,0.65625,CAN,32
8339,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000001487__9.csv,11,39,0.78,CAN,50
8340,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027349__20.csv,11,21,0.65625,CAN,32
8341,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000027349__21.csv,11,21,0.65625,CAN,32
8346,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000001487__25.csv,10,34,0.7727272727272727,CAN,44
8349,CAN_CSV0000000000027349__19.csv,CAN_CSV0000000000001487__28.csv,10,34,0.7727272727272727,CAN,44
8363,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__3.csv,7,26,0.7878787878787878,CAN,33
8364,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__4.csv,7,26,0.7878787878787878,CAN,33
8365,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__2.csv,7,26,0.7878787878787878,CAN,33
8366,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__1.csv,7,26,0.7878787878787878,CAN,33
8368,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__0.csv,7,26,0.7878787878787878,CAN,33
8369,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__11.csv,7,27,0.7941176470588235,CAN,34
8370,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__12.csv,7,27,0.7941176470588235,CAN,34
8371,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__14.csv,7,27,0.7941176470588235,CAN,34
8372,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__10.csv,7,27,0.7941176470588235,CAN,34
8392,CAN_CSV0000000000001797__3.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
8393,CAN_CSV0000000000001797__3.csv,CAN_CSV0000000000001797__48.csv,15,59,0.7972972972972973,CAN,74
8394,CAN_CSV0000000000001797__3.csv,CAN_CSV0000000000001797__46.csv,15,59,0.7972972972972973,CAN,74
8405,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027347.csv,24,37,0.6065573770491803,CAN,61
8406,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027350.csv,24,37,0.6065573770491803,CAN,61
8407,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__23.csv,11,33,0.75,CAN,44
8409,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__9.csv,16,41,0.7192982456140351,CAN,57
8410,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__20.csv,11,33,0.75,CAN,44
8411,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__21.csv,11,33,0.75,CAN,44
8413,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__33.csv,15,43,0.7413793103448276,CAN,58
8418,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__34.csv,15,43,0.7413793103448276,CAN,58
8429,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__4.csv,10,36,0.782608695652174,CAN,46
8430,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000026622.csv,24,38,0.6129032258064516,CAN,62
8431,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027354.csv,24,38,0.6129032258064516,CAN,62
8432,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__16.csv,10,34,0.7727272727272727,CAN,44
8436,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__18.csv,10,34,0.7727272727272727,CAN,44
8440,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__8.csv,16,41,0.7192982456140351,CAN,57
8446,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__17.csv,10,34,0.7727272727272727,CAN,44
8449,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__1.csv,12,32,0.7272727272727273,CAN,44
8450,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349__15.csv,10,34,0.7727272727272727,CAN,44
8451,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027349.csv,24,37,0.6065573770491803,CAN,61
8452,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027355.csv,23,39,0.6290322580645161,CAN,62
8454,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000001487__10.csv,16,41,0.7192982456140351,CAN,57
8455,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__35.csv,15,43,0.7413793103448276,CAN,58
8456,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__30.csv,15,43,0.7413793103448276,CAN,58
8458,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__31.csv,15,43,0.7413793103448276,CAN,58
8459,CAN_CSV0000000000001487__24.csv,CAN_CSV0000000000027346__32.csv,15,43,0.7413793103448276,CAN,58
8559,CAN_CSV0000000000001909__8.csv,CAN_CSV0000000000027389.csv,14,28,0.6666666666666666,CAN,42
8569,CAN_CSV0000000000001909__8.csv,CAN_CSV0000000000001816.csv,14,28,0.6666666666666666,CAN,42
8572,CAN_CSV0000000000027405__5.csv,CAN_CSV0000000000027405.csv,11,20,0.6451612903225806,CAN,31
8620,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001971__10.csv,14,44,0.7586206896551724,CAN,58
8621,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001735__13.csv,20,31,0.6078431372549019,CAN,51
8622,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000002115__33.csv,16,41,0.7192982456140351,CAN,57
8623,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001735__27.csv,10,34,0.7727272727272727,CAN,44
8624,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001735__25.csv,10,34,0.7727272727272727,CAN,44
8625,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001735__24.csv,10,34,0.7727272727272727,CAN,44
8626,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001971__6.csv,14,44,0.7586206896551724,CAN,58
8627,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000002115__22.csv,14,46,0.7666666666666667,CAN,60
8628,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000002115__21.csv,14,46,0.7666666666666667,CAN,60
8629,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000002115__30.csv,16,41,0.7192982456140351,CAN,57
8630,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001971__8.csv,14,44,0.7586206896551724,CAN,58
8631,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001971__7.csv,14,44,0.7586206896551724,CAN,58
8632,CAN_CSV0000000000002115__26.csv,CAN_CSV0000000000001735__29.csv,10,34,0.7727272727272727,CAN,44
8648,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__26.csv,14,31,0.6888888888888889,CAN,45
8649,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__4.csv,8,27,0.7714285714285715,CAN,35
8651,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000001735__27.csv,8,29,0.7837837837837838,CAN,37
8652,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000001735__25.csv,8,29,0.7837837837837838,CAN,37
8655,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000001735__24.csv,8,29,0.7837837837837838,CAN,37
8656,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__22.csv,13,39,0.75,CAN,52
8657,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__21.csv,13,39,0.75,CAN,52
8659,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__5.csv,8,27,0.7714285714285715,CAN,35
8661,CAN_CSV0000000000001735__4.csv,CAN_CSV0000000000002115__25.csv,14,31,0.6888888888888889,CAN,45
8665,CAN_CSV0000000000001797__45.csv,CAN_CSV0000000000001797__5.csv,15,59,0.7972972972972973,CAN,74
8667,CAN_CSV0000000000001797__45.csv,CAN_CSV0000000000001724__45.csv,16,56,0.7777777777777778,CAN,72
8669,CAN_CSV0000000000001797__45.csv,CAN_CSV0000000000001797__9.csv,31,52,0.6265060240963856,CAN,83
8674,CAN_CSV0000000000001797__45.csv,CAN_CSV0000000000001797__13.csv,31,52,0.6265060240963856,CAN,83
8678,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__16.csv,10,23,0.696969696969697,CAN,33
8679,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027353__10.csv,10,21,0.6774193548387096,CAN,31
8687,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027353__11.csv,10,21,0.6774193548387096,CAN,31
8688,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354.csv,21,33,0.6111111111111112,CAN,54
8689,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__18.csv,11,21,0.65625,CAN,32
8691,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__17.csv,11,21,0.65625,CAN,32
8695,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000001487__9.csv,12,38,0.76,CAN,50
8701,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__4.csv,8,29,0.7837837837837838,CAN,37
8704,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000001487__8.csv,12,38,0.76,CAN,50
8723,CAN_CSV0000000000001960__0.csv,CAN_CSV0000000000027371.csv,18,24,0.5714285714285714,CAN,42
8724,CAN_CSV0000000000001960__0.csv,CAN_CSV0000000000027389.csv,18,24,0.5714285714285714,CAN,42
8731,CAN_CSV0000000000001960__0.csv,CAN_CSV0000000000001961.csv,18,24,0.5714285714285714,CAN,42
8792,CAN_CSV0000000000001780__17.csv,CAN_CSV0000000000001780__1.csv,7,25,0.78125,CAN,32
8797,CAN_CSV0000000000001780__17.csv,CAN_CSV0000000000001780__4.csv,7,25,0.78125,CAN,32
8801,CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000027371.csv,11,31,0.7380952380952381,CAN,42
8807,CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001961.csv,11,31,0.7380952380952381,CAN,42
8810,CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001816.csv,11,31,0.7380952380952381,CAN,42
8813,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001724__8.csv,18,67,0.788235294117647,CAN,85
8814,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001724__9.csv,18,67,0.788235294117647,CAN,85
8818,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001724__10.csv,18,67,0.788235294117647,CAN,85
8820,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001724__41.csv,19,72,0.7912087912087912,CAN,91
8821,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001724__36.csv,19,72,0.7912087912087912,CAN,91
8824,CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001787__9.csv,18,63,0.7777777777777778,CAN,81
8852,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027347.csv,14,39,0.7358490566037735,CAN,53
8853,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027350.csv,14,39,0.7358490566037735,CAN,53
8867,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027349.csv,14,39,0.7358490566037735,CAN,53
8897,CAN_CSV0000000000001787__10.csv,CAN_CSV0000000000001797__9.csv,18,63,0.7777777777777778,CAN,81
8929,CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001797__10.csv,18,67,0.788235294117647,CAN,85
8934,CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001797__11.csv,18,67,0.788235294117647,CAN,85
8940,CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001797__9.csv,18,67,0.788235294117647,CAN,85
8954,CAN_CSV0000000000001909__5.csv,CAN_CSV0000000000027371.csv,11,31,0.7380952380952381,CAN,42
8957,CAN_CSV0000000000001909__5.csv,CAN_CSV0000000000001816.csv,11,31,0.7380952380952381,CAN,42
8965,CAN_CSV0000000000001313__5.csv,CAN_CSV0000000000001313__13.csv,7,27,0.7941176470588235,CAN,34
